feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
PWY.7242..D.fructuronate.degradation	season	rainy	0.831782105263157	0.510104283518157	38	38	0.111939967099744	0.261093220849268
PHOSLIPSYN.PWY..superpathway.of.phospholipid.biosynthesis.I..bacteria.	strategy	DT	-1.59714561111111	0.984320663384742	38	38	0.113652415147233	0.264126040319184
PWY.7383..anaerobic.energy.metabolism..invertebrates..cytosol.	season	rainy	1.86505789473684	1.15007827734479	38	38	0.113847431172062	0.264126040319184
PWY.6641..superpathway.of.sulfolactate.degradation	season	rainy	-0.291885263157895	0.180309714264839	38	34	0.114468001093901	0.264859470616206
HSERMETANA.PWY..L.methionine.biosynthesis.III	season	rainy	-4.51315789473684	2.80676331543384	38	38	0.116829266888061	0.265633335238846
P4.PWY..superpathway.of.L.lysine..L.threonine.and.L.methionine.biosynthesis.I	strategy	DT	-1.25634761111111	0.780711008702026	38	32	0.11654906734807	0.265633335238846
PROTOCATECHUATE.ORTHO.CLEAVAGE.PWY..protocatechuate.degradation.II..ortho.cleavage.pathway.	strategy	DT	0.4969646	0.308212236797691	38	38	0.115854775243128	0.265633335238846
PWY.1622..formaldehyde.assimilation.I..serine.pathway.	season	rainy	0.506379157894737	0.315019110234661	38	36	0.11693973263963	0.265633335238846
PWY.5675..nitrate.reduction.V..assimilatory.	season	rainy	1.05627105263158	0.656519485472651	38	38	0.116623605896001	0.265633335238846
PWY.5690..TCA.cycle.II..plants.and.fungi.	strategy	DT	1.68099277777778	1.0426301854392	38	38	0.115887190038733	0.265633335238846
PWY0.781..aspartate.superpathway	strategy	DT	-1.31648433333333	0.815538750500066	38	32	0.115453825337468	0.265633335238846
PWY.7431..aromatic.biogenic.amine.degradation..bacteria.	season	rainy	0.125394578947368	0.0782540872073114	38	16	0.118054582234529	0.267467412875105
PWY.6328..L.lysine.degradation.X	strategy	DT	-0.484141722222222	0.30265630122886	38	35	0.11866747196148	0.267790040467947
PWY.6641..superpathway.of.sulfolactate.degradation	strategy	DT	-0.288515155555555	0.180559970754831	38	34	0.119057502297319	0.267790040467947
PWY4FS.7..phosphatidylglycerol.biosynthesis.I..plastidic.	strategy	DT	-1.08032605555555	0.676797987349699	38	38	0.11942820195582	0.267790040467947
PWY4FS.8..phosphatidylglycerol.biosynthesis.II..non.plastidic.	strategy	DT	-1.08032605555555	0.676797987349699	38	38	0.11942820195582	0.267790040467947
PWY.6902..chitin.degradation.II..Vibrio.	season	rainy	0.447171684210527	0.280407249311272	38	32	0.119766016448248	0.267857157609192
GLCMANNANAUT.PWY..superpathway.of.N.acetylglucosamine..N.acetylmannosamine.and.N.acetylneuraminate.degradation	season	rainy	0.113202105263158	0.0711847549923643	38	5	0.1207701082686	0.268650461351048
PWY.5505..L.glutamate.and.L.glutamine.biosynthesis	season	rainy	-1.11509	0.702524862043196	38	38	0.121448024482199	0.268650461351048
PWY.5989..stearate.biosynthesis.II..bacteria.and.plants.	season	rainy	2.77597368421053	1.75221958644526	38	38	0.122129518947394	0.268650461351048
PWY.6307..L.tryptophan.degradation.X..mammalian..via.tryptamine.	season	rainy	0.096573947368421	0.0608208912245148	38	16	0.121316334241502	0.268650461351048
PWY.6313..serotonin.degradation	season	rainy	0.128287684210526	0.0806791625962362	38	16	0.120806408059875	0.268650461351048
PWY.6628..superpathway.of.L.phenylalanine.biosynthesis	season	rainy	2.06885263157895	1.3059094366557	38	38	0.122138091169031	0.268650461351048
PWY.922..mevalonate.pathway.I..eukaryotes.and.bacteria.	strategy	DT	-0.151306055555555	0.0955461776156824	38	5	0.122282278959787	0.268650461351048
PWY.7328..superpathway.of.UDP.glucose.derived.O.antigen.building.blocks.biosynthesis	strategy	DT	3.35233722222222	2.12528037315026	38	38	0.123708951069006	0.270477566779496
PYRIDNUCSYN.PWY..NAD.de.novo.biosynthesis.I..from.aspartate.	season	rainy	1.61632631578947	1.02477752826888	38	38	0.123735714457746	0.270477566779496
PWY.6876..isopropanol.biosynthesis..engineered.	season	rainy	2.43363736842105	1.54963557933309	38	38	0.125306259186368	0.273224174165764
GLYCOLYSIS.E.D..superpathway.of.glycolysis.and.the.Entner.Doudoroff.pathway	season	rainy	1.63551210526316	1.04310146278773	38	38	0.125894786005291	0.273821159561508
HOMOSER.METSYN.PWY..L.methionine.biosynthesis.I	strategy	DT	-0.599781116666666	0.383565999044522	38	34	0.126886479257235	0.275289867715198
PWY.6876..isopropanol.biosynthesis..engineered.	strategy	DT	-2.419445	1.55178635841025	38	38	0.127961904462611	0.276932479807143
MET.SAM.PWY..superpathway.of.S.adenosyl.L.methionine.biosynthesis	strategy	DT	-1.12207217777778	0.720542906630616	38	34	0.128406296670623	0.277204660306307
METSYN.PWY..superpathway.of.L.homoserine.and.L.methionine.biosynthesis	strategy	DT	-1.00898226666667	0.650172914856643	38	34	0.129690469460391	0.278591436690875
P261.PWY..coenzyme.M.biosynthesis.I	strategy	DT	0.236296516666667	0.152340666934023	38	36	0.129872701378808	0.278591436690875
PWY.8190..L.glutamate.degradation.XI..reductive.Stickland.reaction.	season	rainy	0.131879210526316	0.085053978150748	38	23	0.130009337122408	0.278591436690875
PWY.5910..superpathway.of.geranylgeranyldiphosphate.biosynthesis.I..via.mevalonate.	strategy	DT	-0.160430416666667	0.103625077434754	38	5	0.130574390536791	0.27911479058233
PWY.5517..L.arabinose.degradation.III	strategy	DT	-0.0630232666666666	0.0407492126069477	38	8	0.130951927703565	0.279235728191425
PWY.7199..pyrimidine.deoxyribonucleosides.salvage	season	rainy	-1.49902631578947	0.973265112215956	38	38	0.132504132054524	0.281167304603502
PWY.7279..aerobic.respiration.II..cytochrome.c...yeast.	strategy	DT	0.445862961111111	0.289353086710856	38	36	0.132335758249703	0.281167304603502
P261.PWY..coenzyme.M.biosynthesis.I	season	rainy	0.233787578947368	0.152129522457035	38	36	0.133342520135456	0.282257889337827
LEU.DEG2.PWY..L.leucine.degradation.I	season	rainy	0.129786052631579	0.0849566514355484	38	7	0.13558132113855	0.285643924400688
PWY.5180..toluene.degradation.I..aerobic...via.o.cresol.	strategy	DT	-1.34128933333333	0.878035063418974	38	30	0.135598782502855	0.285643924400688
PWY.5347..superpathway.of.L.methionine.biosynthesis..transsulfuration.	strategy	DT	-1.069544	0.703996263516664	38	34	0.137683161953779	0.289334180917361
PWY0.1479..tRNA.processing	strategy	DT	-1.70752277777778	1.12546705102685	38	38	0.138205586983188	0.289732194398491
PWY.5981..CDP.diacylglycerol.biosynthesis.III	strategy	DT	0.581939816666666	0.384479245923311	38	36	0.139111378597245	0.290724109930121
PWY.7357..thiamine.phosphate.formation.from.pyrithiamine.and.oxythiamine..yeast.	strategy	DT	0.711769722222223	0.470545356202043	38	34	0.1393470733803	0.290724109930121
PWY.6612..superpathway.of.tetrahydrofolate.biosynthesis	strategy	DT	0.344132611111111	0.228154826522879	38	16	0.140444987534186	0.292313730035268
FOLSYN.PWY..superpathway.of.tetrahydrofolate.biosynthesis.and.salvage	strategy	DT	0.507009111111111	0.336817492840594	38	16	0.141220873615173	0.293227112279715
PWY.5676..acetyl.CoA.fermentation.to.butanoate.II	season	rainy	1.18587894736842	0.792768622252276	38	38	0.143650948789408	0.297562679635203
PWY.5652..2.amino.3.carboxymuconate.semialdehyde.degradation.to.glutaryl.CoA	season	rainy	0.13518052631579	0.0905283570328756	38	21	0.144335282821655	0.298270061887981
PWY.6607..guanosine.nucleotides.degradation.I	season	rainy	0.0686874210526315	0.0461295538737685	38	4	0.145440737211272	0.299842278136983
PWY.6595..superpathway.of.guanosine.nucleotides.degradation..plants.	season	rainy	0.0647834736842105	0.0435627946948713	38	4	0.14593510334666	0.300150212556961
PWY.7084..nitrifier.denitrification	season	rainy	0.166405	0.11223976267548	38	12	0.147133672970991	0.30190164029425
PWY.6147..6.hydroxymethyl.dihydropterin.diphosphate.biosynthesis.I	strategy	DT	0.642718122222222	0.434840221054532	38	35	0.148336318643745	0.303653169929548
GLCMANNANAUT.PWY..superpathway.of.N.acetylglucosamine..N.acetylmannosamine.and.N.acetylneuraminate.degradation	strategy	DT	0.104738311111111	0.0712835541446891	38	5	0.150678183997099	0.306324642682254
PWY.5154..L.arginine.biosynthesis.III..via.N.acetyl.L.citrulline.	strategy	DT	1.90703237777778	1.29796554758929	38	38	0.150697640308051	0.306324642682254
PWY.7238..sucrose.biosynthesis.II	season	rainy	5.78002631578947	3.93039250404584	38	38	0.150333697984116	0.306324642682254
PWY.6305..superpathway.of.putrescine.biosynthesis	season	rainy	1.55062578947368	1.05758865844966	38	38	0.151524204257671	0.307286847795277
PWY.5030..L.histidine.degradation.III	strategy	DT	0.5009555	0.3432596251409	38	24	0.153370794638896	0.308158409551593
PWY.6590..superpathway.of.Clostridium.acetobutylicum.acidogenic.fermentation	season	rainy	0.43924752631579	0.300773468386337	38	25	0.153101206413146	0.308158409551593
PWY.922..mevalonate.pathway.I..eukaryotes.and.bacteria.	season	rainy	0.139375578947368	0.0954137504174377	38	5	0.153003924949461	0.308158409551593
PWY.I9..L.cysteine.biosynthesis.VI..from.L.methionine.	season	rainy	0.367993842105263	0.251709446250822	38	21	0.15266858479001	0.308158409551593
CITRULBIO.PWY..L.citrulline.biosynthesis	season	rainy	2.82037368421053	1.93644601325682	38	38	0.154176152323491	0.309062793828196
CENTFERM.PWY..pyruvate.fermentation.to.butanoate	season	rainy	0.333085	0.229251073449318	38	25	0.155151649748742	0.310303299497485
PWY.1269..CMP.3.deoxy.D.manno.octulosonate.biosynthesis	season	rainy	1.14374421052632	0.7883700000692	38	38	0.155747710688131	0.310780982336408
LACTOSECAT.PWY..lactose.and.galactose.degradation.I	season	rainy	0.136158905263158	0.0939873865299409	38	16	0.156323816198885	0.311216750784965
GALACTUROCAT.PWY..D.galacturonate.degradation.I	strategy	DT	0.620419555555555	0.431262323987875	38	38	0.159143229531808	0.315386354653014
PWY0.1241..ADP.L.glycero..beta..D.manno.heptose.biosynthesis	strategy	DT	1.22274611111111	0.849868361970185	38	38	0.159105285813592	0.315386354653014
COMPLETE.ARO.PWY..superpathway.of.aromatic.amino.acid.biosynthesis	season	rainy	2.52986842105263	1.7636755278029	38	38	0.1603249858808	0.315756824143807
HISTSYN.PWY..L.histidine.biosynthesis	season	rainy	-3.2243	2.24831230134701	38	38	0.160418984220187	0.315756824143807
PANTO.PWY..phosphopantothenate.biosynthesis.I	strategy	DT	-2.97499055555555	2.07417716764848	38	38	0.160361953427308	0.315756824143807
PWY.5695..inosine.5..phosphate.degradation	season	rainy	-2.79851578947368	1.95550178269223	38	38	0.161270927964593	0.316006076144641
PWY.5913..partial.TCA.cycle..obligate.autotrophs.	season	rainy	1.49681052631579	1.04592007103395	38	38	0.161272066446231	0.316006076144641
PWY.8004..Entner.Doudoroff.pathway.I	season	rainy	1.35077894736842	0.945399107080398	38	38	0.161928429307094	0.316579176398138
GALLATE.DEGRADATION.II.PWY..gallate.degradation.I	season	rainy	0.193711315789474	0.136134695257371	38	13	0.163606737256779	0.317038014052586
PWY.5514..UDP.N.acetyl.D.galactosamine.biosynthesis.II	strategy	DT	-0.187039622222222	0.131540835429655	38	8	0.163902201629191	0.317038014052586
PWY.5910..superpathway.of.geranylgeranyldiphosphate.biosynthesis.I..via.mevalonate.	season	rainy	0.147111842105263	0.103481452864782	38	5	0.163985179682372	0.317038014052586
PWY.6608..guanosine.nucleotides.degradation.III	season	rainy	1.82615	1.28282773759186	38	38	0.163435167172299	0.317038014052586
UDPNACETYLGALSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.II	strategy	DT	-0.249196744444444	0.174726988263265	38	8	0.162668158268197	0.317038014052586
THISYN.PWY..superpathway.of.thiamine.diphosphate.biosynthesis.I	strategy	DT	-0.885195777777777	0.624840832586885	38	12	0.165417985509635	0.319098996437655
CALVIN.PWY..Calvin.Benson.Bassham.cycle	strategy	DT	1.93775833333333	1.37128411623416	38	38	0.166459046702912	0.320396837680383
DTDPRHAMSYN.PWY..dTDP..beta..L.rhamnose.biosynthesis	strategy	DT	-2.31738888888889	1.6473178554792	38	38	0.168315061481285	0.322542078168982
P162.PWY..L.glutamate.degradation.V..via.hydroxyglutarate.	season	rainy	0.118426736842105	0.0841140557101588	38	23	0.167972251879832	0.322542078168982
METHYLGALLATE.DEGRADATION.PWY..methylgallate.degradation	strategy	DT	-0.214800772222222	0.152915331149936	38	37	0.168922557340037	0.322994779968862
PWY.5138..fatty.acid..beta..oxidation.IV..unsaturated..even.number.	season	rainy	-0.821547368421053	0.586257967292234	38	37	0.169917526400645	0.32418475431702
P125.PWY..superpathway.of..R.R..butanediol.biosynthesis	strategy	DT	0.296358055555556	0.211901445503696	38	38	0.170742167280388	0.324833809668626
PWY.7198..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.IV	strategy	DT	3.15254055555555	2.25554457534373	38	38	0.171004465319806	0.324833809668626
PWY.3841..folate.transformations.II..plants.	strategy	DT	-3.0468161111111	2.19608473843191	38	38	0.174095553594551	0.329985036224967
P441.PWY..superpathway.of.N.acetylneuraminate.degradation	season	rainy	0.178961789473684	0.129681351804692	38	5	0.176335205187692	0.330628509726922
PWY.6151..S.adenosyl.L.methionine.salvage.I	season	rainy	0.298078947368421	0.215440225784674	38	21	0.17524840109987	0.330628509726922
PWY.6892..thiazole.component.of.thiamine.diphosphate.biosynthesis.I	strategy	DT	-0.272209644444444	0.197188919405997	38	12	0.176201160808384	0.330628509726922
PWY.7111..pyruvate.fermentation.to.isobutanol..engineered.	strategy	DT	-2.49991722222222	1.80523674076576	38	38	0.174874053717499	0.330628509726922
PWY.7401..crotonate.fermentation..to.acetate.and.cyclohexane.carboxylate.	season	rainy	0.392573842105263	0.284299013602028	38	20	0.176079961309652	0.330628509726922
ARGININE.SYN4.PWY..L.ornithine.biosynthesis.II	season	rainy	1.50936842105263	1.10865417271917	38	38	0.182074677339028	0.332085889486277
DAPLYSINESYN.PWY..L.lysine.biosynthesis.I	season	rainy	2.21543684210527	1.61364002205317	38	38	0.178502990475378	0.332085889486277
HCAMHPDEG.PWY..3.phenylpropanoate.and.3..3.hydroxyphenyl.propanoate.degradation.to.2.hydroxypentadienoate	season	rainy	0.310075789473685	0.227234282635863	38	20	0.181099677062002	0.332085889486277
HISTSYN.PWY..L.histidine.biosynthesis	strategy	DT	3.08138222222222	2.25143279181662	38	38	0.179835605037433	0.332085889486277
HSERMETANA.PWY..L.methionine.biosynthesis.III	strategy	DT	3.853245	2.81065889442924	38	38	0.179121230540855	0.332085889486277
PWY.1882..superpathway.of.C1.compounds.oxidation.to.CO2	season	rainy	0.521047631578948	0.382611467054426	38	34	0.181956698873658	0.332085889486277
PWY.5656..mannosylglycerate.biosynthesis.I	strategy	DT	-0.0955842922222222	0.0697003815341667	38	34	0.178991627566512	0.332085889486277
PWY.5686..UMP.biosynthesis.I	strategy	DT	-3.11981944444444	2.28952927650773	38	38	0.181698026354674	0.332085889486277
PWY.6583..pyruvate.fermentation.to.butanol.I	season	rainy	0.415067947368421	0.304267387520788	38	29	0.181227189367204	0.332085889486277
PWY.6628..superpathway.of.L.phenylalanine.biosynthesis	strategy	DT	1.79578833333334	1.30772194195081	38	38	0.178418225835891	0.332085889486277
PWY.6690..cinnamate.and.3.hydroxycinnamate.degradation.to.2.hydroxypentadienoate	season	rainy	0.310075789473685	0.227234282635863	38	20	0.181099677062002	0.332085889486277
PWY.7790..UMP.biosynthesis.II	strategy	DT	-3.11981944444444	2.28952927650773	38	38	0.181698026354674	0.332085889486277
PWY.7791..UMP.biosynthesis.III	strategy	DT	-3.11981944444444	2.28952927650773	38	38	0.181698026354674	0.332085889486277
PWY.2221..Entner.Doudoroff.pathway.III..semi.phosphorylative.	season	rainy	0.556879210526316	0.410473128455736	38	25	0.183570700558282	0.334114036580973
GALACTUROCAT.PWY..D.galacturonate.degradation.I	season	rainy	0.582117894736842	0.430664593521838	38	38	0.185151423676485	0.33558695541363
PWY0.1337..oleate..beta..oxidation	season	rainy	0.485890210526316	0.359165336863284	38	28	0.184784570896966	0.33558695541363
PWY.4984..urea.cycle	season	rainy	3.07338421052633	2.27770501980741	38	38	0.185894269360644	0.336232878053556
CATECHOL.ORTHO.CLEAVAGE.PWY..catechol.degradation.to..beta..ketoadipate	strategy	DT	0.233659783333333	0.174158991473242	38	36	0.188351139208786	0.339969898571876
PWY.5747..2.methylcitrate.cycle.II	season	rainy	0.463736631578948	0.34825732770062	38	38	0.191602180031679	0.345121939187496
ANAEROFRUCAT.PWY..homolactic.fermentation	strategy	DT	-1.242885	0.936893984419363	38	38	0.193231677119379	0.345908557806296
ARG...SYN..superpathway.of.arginine.and.polyamine.biosynthesis	season	rainy	1.42949263157895	1.07724272735007	38	38	0.19310375195408	0.345908557806296
PWY.6594..superpathway.of.Clostridium.acetobutylicum.solventogenic.fermentation	season	rainy	0.336502473684211	0.253449090558337	38	23	0.192874519243659	0.345908557806296
DENITRIFICATION.PWY..nitrate.reduction.I..denitrification.	season	rainy	0.132259368421053	0.100133474467938	38	13	0.195129240198985	0.348588170376011
GALLATE.DEGRADATION.I.PWY..gallate.degradation.II	strategy	DT	-0.172198205555556	0.130717342167002	38	37	0.196286437875624	0.349936887196298
PWY.4984..urea.cycle	strategy	DT	-2.99545944444443	2.28086630518694	38	38	0.197627221196338	0.350889147838396
PWY0.1297..superpathway.of.purine.deoxyribonucleosides.degradation	season	rainy	-1.32813157894737	1.01048868335716	38	38	0.197278577461811	0.350889147838396
ANAGLYCOLYSIS.PWY..glycolysis.III..from.glucose.	strategy	DT	-2.01932555555556	1.5452713833654	38	38	0.199809881546746	0.351891896651152
P185.PWY..formaldehyde.assimilation.III..dihydroxyacetone.cycle.	season	rainy	0.649824210526316	0.497177828676281	38	36	0.19972640314884	0.351891896651152
PWY.1361..benzoyl.CoA.degradation.I..aerobic.	season	rainy	-0.49186947368421	0.376046247185333	38	38	0.199398401019107	0.351891896651152
PWY.8112..factor.420.biosynthesis.I..archaea.	strategy	DT	-0.154033888888889	0.117845235420928	38	37	0.199706062441145	0.351891896651152
PWY.5345..superpathway.of.L.methionine.biosynthesis..by.sulfhydrylation.	strategy	DT	1.81515388888889	1.39264624855882	38	38	0.200952522054302	0.352546691207058
PWY.7220..adenosine.deoxyribonucleotides.de.novo.biosynthesis.II	season	rainy	3.95584210526317	3.0409194734899	38	38	0.201802588759902	0.352546691207058
PWY.7222..guanosine.deoxyribonucleotides.de.novo.biosynthesis.II	season	rainy	3.95584210526317	3.0409194734899	38	38	0.201802588759902	0.352546691207058
PWY.7356..thiamine.diphosphate.salvage.IV..yeast.	strategy	DT	-0.392907811111111	0.301713812648936	38	24	0.201334707894266	0.352546691207058
GOLPDLCAT.PWY..superpathway.of.glycerol.degradation.to.1.3.propanediol	strategy	DT	0.292122077777778	0.226903055562719	38	34	0.206392590219591	0.354091709254982
P124.PWY..Bifidobacterium.shunt	season	rainy	0.7632	0.590855847677562	38	38	0.204931067095828	0.354091709254982
P441.PWY..superpathway.of.N.acetylneuraminate.degradation	strategy	DT	0.167264644444444	0.129861339888265	38	5	0.206188155683095	0.354091709254982
PWY.1861..formaldehyde.assimilation.II..assimilatory.RuMP.Cycle.	strategy	DT	0.262864722222222	0.20320625173122	38	18	0.20428083328966	0.354091709254982
PWY.5667..CDP.diacylglycerol.biosynthesis.I	strategy	DT	-1.12612966666667	0.87248720188625	38	38	0.205264855073335	0.354091709254982
PWY.6182..superpathway.of.salicylate.degradation	strategy	DT	0.309590683333333	0.240368864440383	38	36	0.206203061019049	0.354091709254982
PWY.7337..10.cis.heptadecenoyl.CoA.degradation..yeast.	season	rainy	0.155801526315789	0.121116817478517	38	24	0.206756998047737	0.354091709254982
PWY.7338..10.trans.heptadecenoyl.CoA.degradation..reductase.dependent..yeast.	season	rainy	0.155801526315789	0.121116817478517	38	24	0.206756998047737	0.354091709254982
PWY.7396..butanol.and.isobutanol.biosynthesis..engineered.	strategy	DT	-0.341196055555555	0.264878332148129	38	21	0.206154166668446	0.354091709254982
PWY0.1319..CDP.diacylglycerol.biosynthesis.II	strategy	DT	-1.12612966666667	0.87248720188625	38	38	0.205264855073335	0.354091709254982
VALSYN.PWY..L.valine.biosynthesis	strategy	DT	5.91228333333332	4.61641863922966	38	38	0.208718384886586	0.356748516407327
PWY.7003..glycerol.degradation.to.butanol	strategy	DT	-0.55916215	0.438733566738068	38	27	0.210886370790858	0.359359260597934
PWY.7820..teichuronic.acid.biosynthesis..B..subtilis.168.	strategy	DT	-0.143331516666667	0.112508510574769	38	18	0.211071933523614	0.359359260597934
COBALSYN.PWY..superpathway.of.adenosylcobalamin.salvage.from.cobinamide.I	strategy	DT	-0.476597394444444	0.37451037951984	38	36	0.211553585041758	0.359475818332674
PWY.6897..thiamine.diphosphate.salvage.II	strategy	DT	0.785959999999999	0.618486293633324	38	34	0.212188806515629	0.35985236192709
CENTFERM.PWY..pyruvate.fermentation.to.butanoate	strategy	DT	-0.291381783333333	0.229569256910493	38	25	0.212725939948549	0.360061415866221
PWY.6590..superpathway.of.Clostridium.acetobutylicum.acidogenic.fermentation	strategy	DT	-0.381421861111111	0.301190919619	38	25	0.213741074374541	0.361077154768643
PWY.1861..formaldehyde.assimilation.II..assimilatory.RuMP.Cycle.	season	rainy	-0.256362473684211	0.202924607449322	38	18	0.21481847311595	0.36219393723038
PWY.5417..catechol.degradation.III..ortho.cleavage.pathway.	strategy	DT	0.299097194444444	0.238194723020576	38	36	0.217549087131374	0.363636281893645
PWY.5431..aromatic.compounds.degradation.via..beta..ketoadipate	strategy	DT	0.299097194444444	0.238194723020576	38	36	0.217549087131374	0.363636281893645
PWY.7090..UDP.2.3.diacetamido.2.3.dideoxy..alpha..D.mannuronate.biosynthesis	strategy	DT	-0.157003361111111	0.124635076675241	38	18	0.216111555625918	0.363636281893645
PWY.7295..L.arabinose.degradation.IV	strategy	DT	-0.255718888888889	0.203746320408564	38	18	0.217763796398378	0.363636281893645
PWY.7616..methanol.oxidation.to.carbon.dioxide	season	rainy	0.0967951578947368	0.0771094840137473	38	10	0.217688339123767	0.363636281893645
PWY.8004..Entner.Doudoroff.pathway.I	strategy	DT	1.18505988888889	0.946711250816767	38	38	0.218956958851484	0.364928264752473
PWY.6435..4.hydroxybenzoate.biosynthesis.III..plants.	season	rainy	0.106382947368421	0.0858504923349627	38	13	0.223529907386565	0.371837513243426
PWY.7388..octanoyl..acyl.carrier.protein..biosynthesis..mitochondria..yeast.	strategy	DT	0.311995624444444	0.252199883567152	38	18	0.22428746804029	0.372385681669948
PWY.5097..L.lysine.biosynthesis.VI	strategy	DT	2.74732833333334	2.22679152797107	38	38	0.225513081893753	0.373707392852505
THISYNARA.PWY..superpathway.of.thiamine.diphosphate.biosynthesis.III..eukaryotes.	strategy	DT	-0.108755122222222	0.0885090789309534	38	10	0.227365271037285	0.376060429282201
PWY.702..L.methionine.biosynthesis.II	season	rainy	0.868768421052632	0.709324357808092	38	38	0.228836523757518	0.37777566540615
PWY.5097..L.lysine.biosynthesis.VI	season	rainy	2.67879473684212	2.22370519034372	38	38	0.236419926651087	0.389555560959177
PWY.241..C4.photosynthetic.carbon.assimilation.cycle..NADP.ME.type	strategy	DT	-1.25345222222222	1.04549165866493	38	38	0.238616756299844	0.392432094481786
PWY.2941..L.lysine.biosynthesis.II	season	rainy	0.645710368421053	0.539241345926447	38	36	0.239181378448662	0.392618489151578
GLYCOCAT.PWY..glycogen.degradation.I	strategy	DT	-1.49472311111111	1.25294136178027	38	38	0.240905283887157	0.39396164846208
PWY.622..starch.biosynthesis	season	rainy	1.65811315789473	1.38873770327004	38	38	0.240518865247287	0.39396164846208
PWY.5845..superpathway.of.menaquinol.9.biosynthesis	season	rainy	0.395382157894737	0.337843598457929	38	17	0.249783053598636	0.407713427074697
SALVADEHYPOX.PWY..adenosine.nucleotides.degradation.II	season	rainy	1.38027894736842	1.1859473552914	38	38	0.252352849471992	0.411136664870099
PWY.6353..purine.nucleotides.degradation.II..aerobic.	season	rainy	1.70721578947369	1.47209907282603	38	38	0.254015234524259	0.413071502871225
PWY.7315..dTDP.N.acetylthomosamine.biosynthesis	strategy	DT	0.275669755555555	0.238210621128004	38	26	0.255006459209803	0.413909737896509
ARGSYN.PWY..L.arginine.biosynthesis.I..via.L.ornithine.	strategy	DT	2.91570777777778	2.52426529956704	38	38	0.255886213051019	0.414564255780981
PWY.5862..superpathway.of.demethylmenaquinol.9.biosynthesis	season	rainy	0.263419157894737	0.228988225173817	38	17	0.257794479792364	0.416879549106611
GLUTORN.PWY..L.ornithine.biosynthesis.I	season	rainy	2.25754210526316	1.96968413646145	38	38	0.259511438556348	0.418877461120636
PWY.7977..L.methionine.biosynthesis.IV	strategy	DT	3.32902388888889	2.90787016484949	38	38	0.260047255823056	0.418965023270479
HCAMHPDEG.PWY..3.phenylpropanoate.and.3..3.hydroxyphenyl.propanoate.degradation.to.2.hydroxypentadienoate	strategy	DT	0.259595144444444	0.227549666941196	38	20	0.261687539654577	0.420051954796093
PWY.6690..cinnamate.and.3.hydroxycinnamate.degradation.to.2.hydroxypentadienoate	strategy	DT	0.259595144444444	0.227549666941196	38	20	0.261687539654577	0.420051954796093
PWY0.862...5Z..dodecenoate.biosynthesis.I	strategy	DT	1.67768722222223	1.48510988082762	38	38	0.266297336517149	0.426664240828581
PWY.5104..L.isoleucine.biosynthesis.IV	strategy	DT	2.00930155555555	1.79115035444752	38	38	0.269587537328252	0.431141833594815
GLYCOLYSIS.E.D..superpathway.of.glycolysis.and.the.Entner.Doudoroff.pathway	strategy	DT	1.16554961111111	1.04454921013649	38	38	0.272093393776956	0.43274192817668
PWY.5188..tetrapyrrole.biosynthesis.I..from.glutamate.	strategy	DT	-2.20747833333333	1.9803452697637	38	38	0.272577674299794	0.43274192817668
PWY.5676..acetyl.CoA.fermentation.to.butanoate.II	strategy	DT	0.885825555555554	0.793868926213098	38	38	0.272096058922042	0.43274192817668
PWY0.162..superpathway.of.pyrimidine.ribonucleotides.de.novo.biosynthesis	strategy	DT	-2.43661666666666	2.18441955799276	38	38	0.272256901372239	0.43274192817668
PWY.5198..factor.420.biosynthesis.II..mycobacteria.	strategy	DT	-0.108610933333333	0.097978119612123	38	37	0.275195790899844	0.436102619458768
PWY.7211..superpathway.of.pyrimidine.deoxyribonucleotides.de.novo.biosynthesis	strategy	DT	-0.959599444444444	0.877290240635002	38	22	0.281504175528093	0.445288423108074
PWY.6123..inosine.5..phosphate.biosynthesis.I	strategy	DT	3.02249166666666	2.76746067336127	38	38	0.282226676038301	0.445381090948426
PWY0.1477..ethanolamine.utilization	season	rainy	-1.35806842105263	1.24442362690165	38	38	0.282586623222449	0.445381090948426
P42.PWY..incomplete.reductive.TCA.cycle	strategy	DT	2.37044	2.18350748741095	38	38	0.285072033215024	0.448485838873546
PWY.6124..inosine.5..phosphate.biosynthesis.II	strategy	DT	3.01603277777778	2.84267758462699	38	38	0.295964363954049	0.464781582382712
HISDEG.PWY..L.histidine.degradation.I	season	rainy	1.56494736842105	1.48019844040515	38	38	0.297638147140894	0.466567906328969
URSIN.PWY..ureide.biosynthesis	season	rainy	0.55090352631579	0.526026513816405	38	31	0.302143603358271	0.472778659931107
PANTOSYN.PWY..superpathway.of.coenzyme.A.biosynthesis.I..bacteria.	strategy	DT	1.34724222222223	1.29141631279101	38	38	0.303994932500232	0.474821528321726
PWY.6953..dTDP.3.acetamido..alpha..D.fucose.biosynthesis	season	rainy	0.182598842105263	0.176060233356276	38	30	0.30678394823962	0.478319059083278
PWY.7312..dTDP..beta..D.fucofuranose.biosynthesis	strategy	DT	0.0866784944444442	0.0838192586442239	38	6	0.30817657711174	0.47963080874278
PWY.5981..CDP.diacylglycerol.biosynthesis.III	season	rainy	0.394979315789473	0.383946356899475	38	36	0.310661126653198	0.482634250336218
